Screen_Name,User_Name,Tweet_Text,Hashtags,Tweet_Created_At,Favorite_Count,Retweet_Count,Tweet_URL,lat,long,keyword
inovajon,DeepFake Dissident 🆘⚖️🚑🌿,"@veniteo @SarcasmStardust @EclecticRadical Different perspectives both valid.

☝️but while the establishment was ab… https://t.co/OT687mDEh1",[],2019-11-20 14:18:19,7,3,"[{'url': 'https://t.co/OT687mDEh1', 'expanded_url': 'https://twitter.com/i/web/status/1197278020521910273', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",39.7837304,-100.4458825,#bernie
DavidDeeOfPRM,🌹David Dee of PRM🌹,"Disappointed: Ady Barkan Endorses Lesser Candidate https://t.co/27jdJ4uQmG via @YouTube
#AdyBarkan #MedicareForAll… https://t.co/dVn3OIMIC2","[{'text': 'AdyBarkan', 'indices': [88, 98]}, {'text': 'MedicareForAll', 'indices': [99, 114]}]",2019-11-20 14:12:05,2,0,"[{'url': 'https://t.co/27jdJ4uQmG', 'expanded_url': 'https://youtu.be/zIDyxLbF1_s', 'display_url': 'youtu.be/zIDyxLbF1_s', 'indices': [51, 74]}, {'url': 'https://t.co/dVn3OIMIC2', 'expanded_url': 'https://twitter.com/i/web/status/1197276453957783553', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",39.7837304,-100.4458825,#bernie
inovajon,DeepFake Dissident 🆘⚖️🚑🌿,@Elazul @HillaryClinton #Warren is like #HRC if she were covered with a thin #Bernie flavored candy coating.,"[{'text': 'Warren', 'indices': [24, 31]}, {'text': 'HRC', 'indices': [40, 44]}, {'text': 'Bernie', 'indices': [77, 84]}]",2019-11-20 13:42:08,2,2,[],39.7837304,-100.4458825,#bernie
inovajon,DeepFake Dissident 🆘⚖️🚑🌿,@kathysgallery #Warren is like #HRC if she were covered with a thin #Bernie flavored candy coating.,"[{'text': 'Warren', 'indices': [15, 22]}, {'text': 'HRC', 'indices': [31, 35]}, {'text': 'Bernie', 'indices': [68, 75]}]",2019-11-20 13:41:08,1,0,[],39.7837304,-100.4458825,#bernie
inovajon,DeepFake Dissident 🆘⚖️🚑🌿,@KyleKulinski #Warren is like #HRC if she were covered with a thin #Bernie flavored candy coating.,"[{'text': 'Warren', 'indices': [14, 21]}, {'text': 'HRC', 'indices': [30, 34]}, {'text': 'Bernie', 'indices': [67, 74]}]",2019-11-20 13:39:34,6,1,[],39.7837304,-100.4458825,#bernie
RiosYCruces,RiosYCruces,This is the tweet. #Bernie #BernieSanders2020 https://t.co/ftoh7hzVeC,"[{'text': 'Bernie', 'indices': [19, 26]}, {'text': 'BernieSanders2020', 'indices': [27, 45]}]",2019-11-20 13:21:42,0,0,"[{'url': 'https://t.co/ftoh7hzVeC', 'expanded_url': 'https://twitter.com/arianagrande/status/1197257294477701123', 'display_url': 'twitter.com/arianagrande/s…', 'indices': [46, 69]}]",39.7837304,-100.4458825,#bernie
inovajon,DeepFake Dissident 🆘⚖️🚑🌿,@Tectomancer @jeff_kaye People are going to disagree on this point. A persuasive case can be made many laws were br… https://t.co/0Zm1vPpYcY,[],2019-11-21 15:45:32,0,0,"[{'url': 'https://t.co/0Zm1vPpYcY', 'expanded_url': 'https://twitter.com/i/web/status/1197662356916068352', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",39.7837304,-100.4458825,#bernie
bookishboogy23,BookishBoogy 🌻🌏🌹,"@DaveDumanis ""What the American people understand is that the congress can walk and chew bubble-gum at the same tim… https://t.co/eQlNduhEzZ",[],2019-11-21 15:26:07,0,0,"[{'url': 'https://t.co/eQlNduhEzZ', 'expanded_url': 'https://twitter.com/i/web/status/1197657472686682112', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",39.7837304,-100.4458825,#bernie
bookishboogy23,BookishBoogy 🌻🌏🌹,"""Today we tell the billionaire class: this country belongs to all of us not just the few."" #Bernie #NotMeUS https://t.co/FHjAmxTZFd","[{'text': 'Bernie', 'indices': [91, 98]}, {'text': 'NotMeUS', 'indices': [99, 107]}]",2019-11-21 15:11:06,0,0,"[{'url': 'https://t.co/FHjAmxTZFd', 'expanded_url': 'https://twitter.com/BernieSanders/status/1197652796201406465', 'display_url': 'twitter.com/BernieSanders/…', 'indices': [108, 131]}]",39.7837304,-100.4458825,#bernie
inovajon,DeepFake Dissident 🆘⚖️🚑🌿,I'm a solid #Bernie supporter but this is a truly fantastic read. Shocking but I laughed the whole way. https://t.co/0plziyzTpu,"[{'text': 'Bernie', 'indices': [12, 19]}]",2019-11-21 15:08:22,0,0,"[{'url': 'https://t.co/0plziyzTpu', 'expanded_url': 'https://twitter.com/zaidjilani/status/1197649053774991361', 'display_url': 'twitter.com/zaidjilani/sta…', 'indices': [104, 127]}]",39.7837304,-100.4458825,#bernie
inovajon,DeepFake Dissident 🆘⚖️🚑🌿,@ZaidJilani @KyleKulinski I'm a solid #Bernie supporter but this is a truly fantastic read. Shocking but I laughed the whole way.,"[{'text': 'Bernie', 'indices': [38, 45]}]",2019-11-21 15:07:23,19,0,[],39.7837304,-100.4458825,#bernie
inovajon,DeepFake Dissident 🆘⚖️🚑🌿,"@jeff_kaye #Bernie shows passion:

Since 2016 Bernie Sanders has fought for:

• Fight for $15
• College for all
• H… https://t.co/wIQ8fUKWVv","[{'text': 'Bernie', 'indices': [11, 18]}]",2019-11-21 15:00:43,2,1,"[{'url': 'https://t.co/wIQ8fUKWVv', 'expanded_url': 'https://twitter.com/i/web/status/1197651080865341441', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",39.7837304,-100.4458825,#bernie
Long_Archer,𝐅𝐥𝐞𝐭𝐜𝐡𝐞𝐫 𝐋𝐨𝐧𝐠 𝐀𝐫𝐜𝐡𝐞𝐫,"Here's my prediction for the outcome of the 2020 election:

Trump. will. win.

Because #Bernie is too popular.
Beca… https://t.co/LlWuB57TfL","[{'text': 'Bernie', 'indices': [87, 94]}]",2019-11-21 14:43:08,0,1,"[{'url': 'https://t.co/LlWuB57TfL', 'expanded_url': 'https://twitter.com/i/web/status/1197646656805621760', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",39.7837304,-100.4458825,#bernie
Of_the_People7,OfThePeople #Bernie2020🔥 #TooFarLeft,"Don't worry, the Dem Party asshat blocking the #Bernie sign is just practicing his #Buttigieg dance moves. Now, if… https://t.co/abdYkwcbLB","[{'text': 'Bernie', 'indices': [47, 54]}, {'text': 'Buttigieg', 'indices': [83, 93]}]",2019-11-21 13:22:51,2,1,"[{'url': 'https://t.co/abdYkwcbLB', 'expanded_url': 'https://twitter.com/i/web/status/1197626449466757120', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",39.7837304,-100.4458825,#bernie
DavidDeeOfPRM,🌹David Dee of PRM🌹,"Democratic Debate Night 5: Bernie, Tulsi, and Andrew Yang Get Shafted by... https://t.co/jFRpS4tBkU via @YouTube… https://t.co/FHE6RmfPlO",[],2019-11-21 12:19:48,2,0,"[{'url': 'https://t.co/jFRpS4tBkU', 'expanded_url': 'https://youtu.be/P2VIIyVLrhw', 'display_url': 'youtu.be/P2VIIyVLrhw', 'indices': [76, 99]}, {'url': 'https://t.co/FHE6RmfPlO', 'expanded_url': 'https://twitter.com/i/web/status/1197610585199972353', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]",39.7837304,-100.4458825,#bernie
inovajon,DeepFake Dissident 🆘⚖️🚑🌿,"@LavenderNRed @jeff_kaye I can't argue. I think you're right.

I get the feeling both #Tulsi and #Bernie are pissing off the same people.","[{'text': 'Tulsi', 'indices': [86, 92]}, {'text': 'Bernie', 'indices': [97, 104]}]",2019-11-22 15:34:10,0,0,[],39.7837304,-100.4458825,#bernie
inovajon,DeepFake Dissident 🆘⚖️🚑🌿,"@LavenderNRed @jeff_kaye I've not seen anyone more brave than Tulsi. She's earned my respect on this fact alone.

I… https://t.co/Vr0Tj9Uhn2",[],2019-11-22 15:24:32,2,0,"[{'url': 'https://t.co/Vr0Tj9Uhn2', 'expanded_url': 'https://twitter.com/i/web/status/1198019463859331072', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",39.7837304,-100.4458825,#bernie
inovajon,DeepFake Dissident 🆘⚖️🚑🌿,"@krystalball Has #Bloomberg already received more than 4 million individual donations?

Somehow, I don't think… https://t.co/Dc3ePKCUaR","[{'text': 'Bloomberg', 'indices': [17, 27]}]",2019-11-22 15:09:07,12,2,"[{'url': 'https://t.co/Dc3ePKCUaR', 'expanded_url': 'https://twitter.com/i/web/status/1198015583742242819', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]",39.7837304,-100.4458825,#bernie
inovajon,DeepFake Dissident 🆘⚖️🚑🌿,"@leebeeesq @jeremycorbyn @SomersetBean I agree with you 💯 I wish I could vote for both #Bernie and #Corbyn.

I'm go… https://t.co/EjNoz5RYRV","[{'text': 'Bernie', 'indices': [87, 94]}, {'text': 'Corbyn', 'indices': [99, 106]}]",2019-11-22 14:00:27,2,1,"[{'url': 'https://t.co/EjNoz5RYRV', 'expanded_url': 'https://twitter.com/i/web/status/1197998303012671488', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",39.7837304,-100.4458825,#bernie
inovajon,DeepFake Dissident 🆘⚖️🚑🌿,"@mikevinn @AOC There is a tremendous amount of corruption in both the Republican AND Democratic Parties.

I support… https://t.co/a7gTkZKkm8",[],2019-11-22 11:15:22,0,0,"[{'url': 'https://t.co/a7gTkZKkm8', 'expanded_url': 'https://twitter.com/i/web/status/1197956757353615362', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",39.7837304,-100.4458825,#bernie
